"class" "V1" "V10" "V11" "V12" "V13" "V15" "V16" "V17" "V18" "V19" "V2" "V20" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V3" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V4" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V5" "V6" "V7" "V8" "V9"
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 699 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 57 101 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 375 0 0 0 1 0 1 1 0 1 189 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 79 121 0 0 0 0 0 0 0 0 0 0 0 0 0
"1" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 533 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 104 404 1 0 0 0 0 0 0 0 0 0 0 1 1
"1" 0 0 0 0 0 812 1 0 0 1 0 0 1 0 0 522 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 109 454 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 624 1 0 0 1 0 0 0 0 1 400 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 50 555 1 0 0 0 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 0 624 0 0 0 1 0 1 0 1 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 273 182 0 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 0 0 0 0 0 0 233 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 164 222 1 1 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 1 0 1 0 0 0 0 0 266 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 33 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 624 0 0 1 1 0 0 0 0 0 810 0 0 0 0 1 0 0 200 0 0 0 0 0 0 0 99 363 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 1 0 0 344 0 0 0 0 0 1 0 22 0 0 0 0 0 0 0 13 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 999 1 0 0 1 0 0 0 0 0 644 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 66 505 0 0 0 1 0 0 0 0 0 0 0 1 1
"1" 0 453 0 0 0 937 1 0 0 0 0 0 0 0 0 488 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 92 505 0 0 0 1 1 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 624 0 0 0 1 0 0 1 0 0 233 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 220 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 244 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 145 404 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 430 0 0 0 562 0 0 0 0 0 0 0 0 0 522 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 79 484 1 1 0 0 1 0 0 0 0 0 0 1 0
"0" 1 0 0 0 0 562 0 0 0 1 0 0 1 0 0 200 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 202 202 0 0 0 0 0 0 0 0 0 0 1 0 0
"0" 0 0 0 0 0 687 0 0 0 1 0 0 0 0 0 311 0 1 0 0 0 0 0 46 0 0 0 0 0 0 0 224 404 1 0 0 0 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 1 624 1 0 0 1 0 0 0 0 0 244 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 280 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 1 0 0 1 0 0 533 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 77 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 436 0 0 0 874 1 0 0 1 0 0 0 0 1 488 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 251 404 0 0 0 1 0 1 0 0 0 0 0 0 0
"0" 0 0 0 0 0 562 0 0 0 0 0 0 0 0 0 444 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 20 656 1 1 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 437 0 0 0 0 0 0 0 0 0 189 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 165 202 0 0 0 0 0 0 0 0 0 0 1 1 1
"0" 0 0 0 0 0 687 1 0 0 0 0 0 0 0 0 366 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 162 505 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 411 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 165 404 0 0 0 1 0 0 0 0 0 0 0 0 0
"0" 1 0 0 0 0 562 1 0 0 1 0 0 0 0 0 377 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 15 636 0 0 0 1 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 0 562 1 1 0 1 0 0 0 0 0 433 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 77 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 375 1 1 0 1 0 0 0 0 0 500 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 112 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 375 1 0 0 1 0 0 0 0 1 622 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 90 404 0 0 0 1 0 0 0 0 0 0 0 0 0
"0" 0 0 1 0 0 562 0 0 0 0 0 0 0 0 0 211 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 118 182 1 1 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 749 0 0 0 1 0 0 0 0 0 366 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 139 404 0 0 0 0 0 1 0 0 0 0 1 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 1 0 0 0 211 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 189 81 0 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 0 266 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 32 323 0 1 0 0 0 0 0 0 1 0 0 1 0
"1" 0 436 0 0 0 812 1 0 0 1 0 0 1 0 0 644 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 67 706 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 1 0 278 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 72 454 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 874 1 0 0 0 0 0 0 0 0 555 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 21 505 0 0 0 1 0 0 0 0 0 0 0 1 1
"1" 0 0 0 0 1 437 1 0 0 0 0 0 0 0 0 311 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 141 505 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 250 0 0 0 1 0 0 1 0 0 766 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 136 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 289 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 152 404 0 0 0 0 0 0 0 0 1 0 0 0 0
"0" 0 0 1 0 0 937 1 0 0 0 0 0 0 0 0 311 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 151 404 0 0 0 0 0 0 0 0 1 0 0 1 1
"1" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 311 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 68 424 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 1 1 211 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 81 404 0 0 0 0 0 0 0 0 0 0 1 0 0
"0" 0 0 0 0 0 437 1 0 0 1 0 0 0 1 0 200 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 114 202 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 733 0 0 0 0 0 0 1 38 0 0 0 0 0 0 0 78 404 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 187 1 0 0 1 0 1 0 0 0 189 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 182 484 0 1 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 1 0 0 0 0 0 0 0 0 477 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 83 404 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 1 0 200 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 63 252 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 812 0 0 0 0 1 0 0 0 0 322 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 40 404 1 0 0 0 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 312 0 0 0 1 0 0 0 0 0 189 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 45 101 0 1 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 555 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 23 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 0 0 0 1 0 0 0 0 0 311 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 38 202 1 0 0 0 0 0 0 0 0 0 0 1 1
"1" 0 0 0 0 0 562 0 0 1 1 0 0 0 0 0 366 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 176 353 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 937 1 0 0 1 0 0 0 0 0 389 0 0 0 0 0 0 1 150 0 0 0 0 0 0 0 22 605 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 1 812 1 0 0 0 0 0 0 0 0 666 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 24 404 0 0 0 1 1 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 0 0 0 0 0 1 377 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 126 353 0 0 0 0 0 0 0 0 1 0 0 0 1
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 0 344 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 114 404 0 0 0 0 0 1 0 0 0 0 1 1 0
"0" 0 0 0 0 0 624 1 1 0 1 0 0 0 0 1 211 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 133 202 0 0 0 0 0 0 0 0 0 0 1 0 0
"0" 0 0 0 0 0 562 0 0 0 0 0 0 0 0 0 511 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 68 252 0 0 0 0 0 0 0 0 1 0 0 1 0
"0" 0 0 0 0 0 874 0 0 0 1 0 0 0 0 0 644 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 64 404 1 0 0 0 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 1 624 0 0 0 1 0 0 0 0 0 433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 125 252 0 0 0 0 0 0 0 0 1 1 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 644 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 138 404 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 1 0 0 0 0 0 0 566 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 92 323 0 0 0 1 0 1 0 0 0 0 0 1 0
"1" 0 0 0 0 1 562 0 0 1 1 0 0 0 0 0 411 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 188 404 0 0 0 1 0 0 0 0 0 0 0 0 0
"1" 0 433 0 0 0 624 1 0 0 0 0 0 0 0 0 522 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 109 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 437 0 0 0 1 0 0 0 0 0 189 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 197 151 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 562 1 1 0 1 0 1 0 0 1 355 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 109 404 0 0 0 0 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 0 187 1 0 0 0 0 0 0 0 0 544 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 97 404 0 1 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 533 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 73 454 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 1 1 0 0 1 0 0 333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 1 0 266 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 95 505 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 812 1 0 0 0 0 0 0 0 0 444 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 114 706 0 0 0 1 1 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 375 0 0 0 1 0 0 0 0 0 400 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 353 404 0 0 0 0 0 1 0 0 1 0 0 1 0
"1" 0 0 0 0 0 874 1 0 0 0 0 0 0 0 0 777 0 0 0 0 0 0 1 94 0 0 0 0 0 0 0 25 303 0 0 0 1 1 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 375 1 0 0 1 0 1 0 0 0 777 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 141 202 0 0 0 0 0 0 0 1 0 0 0 1 0
"0" 0 0 0 0 0 624 1 1 0 0 0 0 0 0 0 455 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 184 303 0 0 0 1 1 0 0 0 0 0 0 1 0
"0" 0 323 0 0 0 624 0 0 0 1 0 0 1 0 0 488 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 151 464 0 0 0 0 0 0 0 0 1 0 0 1 0
"1" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 522 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 133 404 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 187 1 0 0 1 0 0 0 0 0 855 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 59 202 0 1 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 1 0 812 1 0 0 1 0 0 0 0 0 611 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 253 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 0 0 0 466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 122 555 1 0 0 0 0 1 0 1 0 0 0 1 0
"0" 0 0 0 0 1 375 1 0 0 1 0 0 0 0 1 422 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 117 454 0 0 0 1 0 0 0 0 0 0 0 0 0
"1" 0 0 0 0 1 437 1 0 0 1 0 0 0 0 0 577 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 93 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 466 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 126 404 1 1 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 266 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 78 454 1 0 0 0 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 699 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 38 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 1 0 1 0 0 0 0 0 344 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 100 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 1 1 0 562 1 0 0 0 0 0 0 0 0 289 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 102 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 1 0 0 211 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 125 404 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 562 0 0 1 1 0 0 0 0 0 577 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 383 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 1 0 0 0 1 812 1 0 0 0 0 0 0 0 0 422 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 28 303 1 0 0 0 1 0 0 0 0 0 0 0 0
"0" 0 0 1 0 0 624 0 0 0 0 0 0 0 0 1 389 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 166 404 0 0 0 0 0 0 0 0 1 0 0 0 0
"0" 0 0 0 0 0 812 1 0 0 0 0 0 0 0 0 455 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 66 505 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 624 1 1 0 1 0 0 0 0 0 422 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 198 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 312 0 0 0 1 0 0 0 0 0 244 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 157 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 0 0 0 0 0 0 500 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 157 353 0 0 0 0 0 0 0 0 1 0 0 1 0
"0" 0 0 0 0 0 312 1 0 0 1 0 1 0 0 0 278 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 114 404 0 0 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 375 1 0 0 1 0 0 0 0 0 355 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 20 807 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 1 0 0 624 1 0 0 0 0 0 0 0 0 222 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 79 404 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 1 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 233 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 0 0 0 511 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 90 404 1 0 0 0 0 1 0 0 0 0 0 1 0
"0" 0 0 1 0 0 812 1 0 0 0 0 0 0 0 0 688 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 27 404 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 624 0 0 1 1 0 0 0 0 0 333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 61 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 437 1 0 0 1 0 0 0 1 0 200 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 227 252 1 0 0 0 0 0 0 0 0 0 0 0 0
"0" 0 366 0 0 0 375 0 1 0 1 0 0 0 0 0 533 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 171 323 0 0 0 0 0 0 0 0 1 0 0 1 0
"0" 0 0 0 0 0 125 1 0 0 1 0 0 0 1 0 533 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 136 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 1 1 0 0 0 0 0 355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 404 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 0 0 0 0 0 0 622 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 263 404 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 1 0 0 562 0 0 0 0 0 0 0 0 0 311 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 192 404 0 0 0 1 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 749 1 0 0 1 0 0 1 0 0 455 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 148 202 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 1 0 1 0 0 0 0 1 377 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 129 404 0 0 0 1 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 1 562 1 0 0 1 0 1 0 0 0 289 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 82 404 0 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 250 1 0 0 1 0 0 0 0 0 599 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 83 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 344 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 303 505 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 0 0 0 366 0 1 0 0 1 0 0 68 0 0 0 0 0 0 0 73 505 1 0 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 1 0 562 1 0 0 0 0 0 0 0 0 300 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 46 404 0 0 0 1 0 0 0 0 0 0 0 0 0
"0" 0 0 1 0 0 937 0 0 0 0 0 0 0 0 0 466 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 271 404 0 0 0 0 0 0 0 0 1 0 0 1 1
"1" 0 0 0 0 0 562 0 0 1 1 0 0 0 0 0 433 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 95 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 0 622 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 158 383 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 375 0 0 0 1 0 0 0 0 0 566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 154 404 1 1 0 0 0 0 0 1 0 0 0 1 0
"0" 0 0 0 0 0 562 1 1 0 1 0 0 0 0 0 244 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 64 404 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 544 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 16 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 999 1 0 0 1 0 0 0 0 0 444 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 88 454 0 0 0 1 0 0 0 0 0 0 0 1 1
"1" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 488 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 190 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 222 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 117 151 0 0 0 0 0 0 0 0 0 0 1 1 1
"0" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 411 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 25 454 1 0 0 0 0 1 0 0 0 0 0 1 0
"1" 0 0 0 0 1 624 1 0 0 1 0 0 0 0 0 322 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 150 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 0 0 0 0 0 0 588 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 40 605 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 874 1 0 0 1 0 0 1 0 0 455 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 135 202 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 389 0 0 0 0 0 0 1 50 0 0 0 0 0 0 0 112 404 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 562 1 1 0 1 0 0 0 0 1 577 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 118 484 0 0 0 1 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 0 312 0 0 0 1 0 0 0 0 0 411 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 73 404 1 1 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 375 1 0 0 1 0 0 0 0 0 200 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 81 202 0 1 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 624 0 0 1 1 0 0 0 0 0 444 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 122 404 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 687 1 0 0 1 0 0 0 0 0 444 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 134 404 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 624 1 0 0 0 0 0 0 1 0 400 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 70 505 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 222 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 134 353 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 687 0 0 0 1 0 0 0 0 1 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 138 404 0 0 0 0 0 0 0 0 1 0 0 0 0
"0" 0 0 0 0 0 749 1 0 0 1 0 0 0 0 0 766 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 198 242 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 1 0 0 624 1 0 0 0 0 0 0 0 0 266 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 19 242 0 1 0 1 0 0 0 0 0 0 0 0 0
"0" 0 536 0 0 0 562 1 0 0 1 0 0 0 0 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 160 454 1 1 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 1 0 0 1 0 0 1 0 0 522 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 81 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 233 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 56 535 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 365 0 0 0 562 1 0 0 1 0 0 1 0 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 148 484 1 0 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 1 0 0 0 1 0 0 0 0 511 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 109 404 0 0 0 1 0 0 0 0 0 0 0 1 1
